Time (ms),Stage,PosX (m),PosY (m),PosZ (m),VeloX (m/s),VeloY (m/s),VeloZ (m/s),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),Bar Altitude,Bar Pressure,Bar Temperature,GPS Longitude,GPS Latitude,GPS Altitude,GPS PosX,GPS PosY,GPS PosZ,GPS Heading Angle,GPS Satellites,IMU AccelX,IMU AccelY,IMU AccelZ,IMU AngVeloX,IMU AngVeloY,IMU AngVeloZ,IMU MagX,IMU MagY,IMU MagZ,IMU OrientationW,IMU OrientationX,IMU OrientationY,IMU OrientationZ,IMU Roll,IMU Pitch,IMU Yaw,PWM,Target Lat,Target Long,Goal Angle,BNO Calibration Sys,BNO Calibration Accel,BNO Calibration Gryo,BNO Calibration Mag
3187.05,Drogue,-304.05,936.13,1860.63,38.88,38.88,38.88,0.00,11.06,11.90,1862.47,78570.34,28.37,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-1.49,11.06,11.90,126.88,-171.19,-38.50,-24.19,39.56,-18.06,0.27,-0.36,0.46,-0.76,-70.45,-17.79,-127.84,0.00,0.00,0.00,-45.00,0,1,3,3
3187.06,Drogue,-303.78,936.12,1860.20,38.65,38.65,38.65,0.00,9.16,10.57,1862.47,78570.34,28.37,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,0.24,9.16,10.57,106.25,-172.56,-30.69,-24.19,39.56,-18.06,0.28,-0.37,0.44,-0.76,-69.91,-18.64,-126.29,0.00,0.00,0.00,-45.00,0,1,3,3
3187.07,Drogue,-303.55,936.11,1859.84,38.40,38.40,38.40,0.00,9.29,10.22,1862.47,78570.34,28.37,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,0.34,9.29,10.22,98.06,-173.44,-27.19,-24.19,39.56,-18.06,0.29,-0.38,0.43,-0.76,-69.47,-19.47,-124.72,0.00,0.00,0.00,-45.00,0,1,3,3
3187.09,Drogue,-303.34,936.10,1859.48,38.16,38.16,38.16,0.00,8.80,10.40,1862.47,78570.34,28.37,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,0.51,8.80,10.40,98.06,-173.44,-27.19,-29.00,36.19,-20.19,0.30,-0.39,0.42,-0.76,-69.13,-20.27,-123.13,0.00,0.00,0.00,-45.00,0,1,3,3
3187.09,Drogue,-303.24,936.12,1859.25,37.90,37.90,37.90,0.00,7.52,9.77,1862.47,78570.34,28.37,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,0.08,7.52,9.77,91.19,-173.19,-22.31,-29.00,36.19,-20.19,0.30,-0.39,0.42,-0.76,-69.13,-20.27,-123.13,0.00,0.00,0.00,-45.00,0,1,3,3
3187.10,Drogue,-303.11,936.13,1858.99,37.63,37.63,37.63,0.00,8.75,10.01,1862.47,78570.34,28.37,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-0.73,8.75,10.01,84.69,-173.88,-18.44,-29.00,36.19,-20.19,0.31,-0.41,0.40,-0.76,-68.71,-21.78,-119.89,0.00,0.00,0.00,-45.00,0,1,3,3
3187.11,Drogue,-302.87,936.12,1858.53,37.35,37.35,37.35,0.00,9.54,10.16,1859.42,78599.94,28.39,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-1.22,9.54,10.16,71.25,-173.88,-9.12,-29.00,36.19,-20.19,0.32,-0.42,0.39,-0.75,-68.64,-22.47,-118.24,0.00,0.00,0.00,-45.00,0,1,3,3
3187.12,Drogue,-302.72,936.13,1858.16,37.07,37.07,37.07,0.00,8.00,9.63,1859.42,78599.94,28.39,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-1.01,8.00,9.63,64.56,-173.75,-4.12,-29.00,36.19,-20.19,0.33,-0.43,0.38,-0.75,-68.68,-23.12,-116.55,0.00,0.00,0.00,-45.00,0,1,3,3
3187.14,Drogue,-302.54,936.13,1857.77,36.79,36.79,36.79,0.00,7.06,9.44,1859.42,78599.94,28.39,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-0.76,7.06,9.44,64.56,-173.75,-4.12,-29.00,36.19,-20.19,0.34,-0.44,0.37,-0.74,-68.78,-23.71,-114.85,0.00,0.00,0.00,-45.00,0,1,3,3
3187.15,Drogue,-302.44,936.14,1857.47,36.50,36.50,36.50,0.00,6.40,9.62,1859.42,78599.94,28.39,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-1.63,6.40,9.62,59.19,-172.69,1.50,-33.50,33.25,-17.50,0.34,-0.44,0.37,-0.74,-68.78,-23.71,-114.85,0.00,0.00,0.00,-45.00,0,1,3,3
3187.15,Drogue,-302.38,936.16,1857.21,36.20,36.20,36.20,0.00,5.45,9.32,1859.42,78599.94,28.39,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-3.10,5.45,9.32,54.25,-171.94,5.06,-33.50,33.25,-17.50,0.35,-0.46,0.36,-0.73,-69.20,-24.79,-111.40,0.00,0.00,0.00,-45.00,0,1,3,3
3187.17,Drogue,-302.17,936.16,1856.80,35.85,35.85,35.85,0.00,5.02,9.76,1859.42,78599.94,28.39,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-5.94,5.02,9.76,49.06,-171.44,7.88,-33.50,33.25,-17.50,0.36,-0.47,0.35,-0.73,-69.51,-25.28,-109.66,0.00,0.00,0.00,-45.00,0,1,3,3
3187.18,Drogue,-302.02,936.17,1856.45,35.50,35.50,35.50,0.00,3.73,10.26,1859.42,78599.94,28.39,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-5.46,3.73,10.26,37.69,-169.75,12.69,-33.50,33.25,-17.50,0.37,-0.48,0.34,-0.72,-69.90,-25.73,-107.90,0.00,0.00,0.00,-45.00,0,1,3,3
3187.19,Drogue,-301.90,936.18,1856.21,35.16,35.16,35.16,0.00,3.88,9.38,1861.94,78575.45,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-5.24,3.88,9.38,37.69,-169.75,12.69,-33.50,33.25,-17.50,0.37,-0.48,0.34,-0.71,-70.35,-26.15,-106.15,0.00,0.00,0.00,-45.00,0,1,3,3
3187.20,Drogue,-301.83,936.20,1856.02,34.82,34.82,34.82,0.00,2.73,9.69,1861.94,78575.45,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-5.25,2.73,9.69,32.62,-168.25,14.50,-35.00,32.50,-16.25,0.37,-0.48,0.34,-0.71,-70.35,-26.15,-106.15,0.00,0.00,0.00,-45.00,0,1,3,3
3187.20,Drogue,-301.80,936.22,1855.88,34.50,34.50,34.50,0.00,2.69,8.65,1861.94,78575.45,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-4.22,2.69,8.65,27.69,-167.06,15.50,-35.00,32.50,-16.25,0.39,-0.50,0.33,-0.70,-71.42,-26.92,-102.63,0.00,0.00,0.00,-45.00,0,1,3,3
3187.22,Drogue,-301.62,936.22,1855.58,34.16,34.16,34.16,0.00,1.88,8.74,1861.94,78575.45,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-4.04,1.88,8.74,23.31,-165.81,16.12,-35.00,32.50,-16.25,0.39,-0.51,0.32,-0.69,-72.03,-27.27,-100.87,0.00,0.00,0.00,-45.00,0,1,3,3
3187.23,Drogue,-301.50,936.23,1855.34,33.82,33.82,33.82,0.00,1.19,8.92,1861.94,78575.45,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-4.37,1.19,8.92,15.50,-164.69,16.44,-35.00,32.50,-16.25,0.40,-0.52,0.31,-0.69,-72.70,-27.60,-99.10,0.00,0.00,0.00,-45.00,0,1,3,3
3187.24,Drogue,-301.38,936.24,1855.10,33.48,33.48,33.48,0.00,1.69,8.53,1861.94,78575.45,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-3.75,1.69,8.53,15.50,-164.69,16.44,-35.00,32.50,-16.25,0.41,-0.53,0.31,-0.68,-73.41,-27.92,-97.33,0.00,0.00,0.00,-45.00,0,1,3,3
3187.25,Drogue,-301.36,936.27,1855.02,33.16,33.16,33.16,0.00,0.83,7.67,1863.03,78564.86,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-3.72,0.83,7.67,12.06,-164.50,16.56,-37.50,33.00,-11.56,0.41,-0.53,0.31,-0.68,-73.41,-27.92,-97.33,0.00,0.00,0.00,-45.00,0,1,3,3
3187.25,Drogue,-301.32,936.28,1854.89,32.83,32.83,32.83,0.00,0.77,7.19,1863.03,78564.86,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-3.23,0.77,7.19,8.44,-163.88,17.00,-37.50,33.00,-11.56,0.42,-0.55,0.30,-0.66,-74.96,-28.46,-93.76,0.00,0.00,0.00,-45.00,0,1,3,3
3187.26,Drogue,-301.21,936.29,1854.70,32.51,32.51,32.51,0.00,0.96,7.07,1863.03,78564.86,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-2.24,0.96,7.07,4.94,-163.75,17.25,-37.50,33.00,-11.56,0.42,-0.55,0.29,-0.66,-75.80,-28.70,-91.97,0.00,0.00,0.00,-45.00,0,1,3,3
3187.28,Drogue,-301.08,936.30,1854.48,32.19,32.19,32.19,0.00,1.34,7.09,1863.03,78564.86,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-2.66,1.34,7.09,-0.25,-163.50,17.06,-37.50,33.00,-11.56,0.43,-0.56,0.29,-0.65,-76.67,-28.92,-90.17,0.00,0.00,0.00,-45.00,0,1,3,3
3187.29,Drogue,-301.01,936.32,1854.34,31.86,31.86,31.86,0.00,1.08,7.22,1863.03,78564.86,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-2.73,1.08,7.22,-0.25,-163.50,17.06,-37.50,33.00,-11.56,0.44,-0.57,0.28,-0.64,-77.58,-29.11,-87.56,0.00,0.00,0.00,-45.00,0,1,3,3
3187.30,Drogue,-300.99,936.34,1854.24,31.53,31.53,31.53,0.00,0.75,6.93,1863.03,78564.86,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-2.90,0.75,6.93,-3.38,-163.62,17.38,-38.25,34.06,-7.19,0.44,-0.57,0.28,-0.64,-77.58,-29.11,-87.56,0.00,0.00,0.00,-45.00,0,1,3,3
3187.30,Drogue,-300.99,936.36,1854.19,31.19,31.19,31.19,0.00,-1.64,6.81,1863.03,78564.86,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-5.94,-1.64,6.81,-6.75,-162.50,18.25,-38.25,34.06,-7.19,0.44,-0.58,0.27,-0.63,-78.52,-29.26,-85.76,0.00,0.00,0.00,-45.00,0,1,3,3
3187.31,Drogue,-300.91,936.37,1853.99,30.81,30.81,30.81,0.00,-2.68,7.44,1861.62,78578.56,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-7.52,-2.68,7.44,-11.00,-161.88,20.12,-38.25,34.06,-7.19,0.45,-0.60,0.26,-0.61,-80.56,-29.43,-82.18,0.00,0.00,0.00,-45.00,0,1,3,3
3187.33,Drogue,-300.83,936.38,1853.79,30.43,30.43,30.43,0.00,-2.69,7.64,1861.62,78578.56,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-7.60,-2.69,7.64,-23.19,-158.19,20.12,-38.25,34.06,-7.19,0.45,-0.61,0.26,-0.60,-81.66,-29.47,-80.41,0.00,0.00,0.00,-45.00,0,1,3,3
3187.34,Drogue,-300.76,936.39,1853.61,30.05,30.05,30.05,0.00,-1.75,7.92,1861.62,78578.56,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-7.55,-1.75,7.92,-23.19,-158.19,20.12,-38.25,34.06,-7.19,0.46,-0.62,0.25,-0.59,-82.79,-29.50,-78.01,0.00,0.00,0.00,-45.00,0,1,3,3
3187.35,Drogue,-300.75,936.41,1853.50,29.67,29.67,29.67,0.00,-0.57,8.08,1861.62,78578.56,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-9.16,-0.57,8.08,-28.25,-157.00,18.69,-38.25,34.06,-2.56,0.46,-0.62,0.25,-0.59,-82.79,-29.50,-78.01,0.00,0.00,0.00,-45.00,0,1,3,3
3187.35,Drogue,-300.77,936.44,1853.43,29.31,29.31,29.31,0.00,-1.26,8.86,1861.62,78578.56,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-8.76,-1.26,8.86,-36.50,-155.88,21.25,-38.25,34.06,-2.56,0.46,-0.63,0.25,-0.58,-84.01,-29.47,-76.26,0.00,0.00,0.00,-45.00,0,1,3,3
3187.36,Drogue,-300.71,936.45,1853.25,28.91,28.91,28.91,0.00,-0.44,8.78,1861.62,78578.56,28.46,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-9.56,-0.44,8.78,-43.00,-154.75,24.12,-38.25,34.06,-2.56,0.46,-0.64,0.25,-0.56,-86.60,-29.21,-72.82,0.00,0.00,0.00,-45.00,0,1,3,3
3187.38,Drogue,-300.62,936.45,1853.06,28.51,28.51,28.51,0.00,1.15,10.14,1861.74,78577.40,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-9.35,1.15,10.14,-55.50,-150.12,32.25,-38.25,34.06,-2.56,0.47,-0.65,0.24,-0.55,-87.95,-28.96,-71.14,0.00,0.00,0.00,-45.00,0,1,3,3
3187.39,Drogue,-300.57,936.47,1852.90,28.11,28.11,28.11,0.00,1.68,10.77,1861.74,78577.40,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-9.41,1.68,10.77,-55.50,-150.12,32.25,-38.25,34.06,-2.56,0.47,-0.66,0.24,-0.53,-89.33,-28.62,-68.47,0.00,0.00,0.00,-45.00,0,1,3,3
3187.40,Drogue,-300.61,936.49,1852.86,27.75,27.75,27.75,0.00,1.27,12.25,1861.74,78577.40,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-8.93,1.27,12.25,-61.06,-147.62,38.12,-37.06,35.88,5.25,0.47,-0.66,0.24,-0.53,-89.33,-28.62,-68.47,0.00,0.00,0.00,-45.00,0,1,3,3
3187.40,Drogue,-300.65,936.51,1852.81,27.39,27.39,27.39,0.00,2.15,12.83,1861.74,78577.40,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-8.93,2.15,12.83,-66.50,-144.81,43.44,-37.06,35.88,5.25,0.47,-0.67,0.24,-0.52,-90.73,-28.21,-66.88,0.00,0.00,0.00,-45.00,0,1,3,3
3187.42,Drogue,-300.61,936.53,1852.67,27.01,27.01,27.01,0.00,1.62,12.47,1861.74,78577.40,28.45,-771940096.00,427134176.00,959.71,-310.83,938.56,683.60,97.55,7,-8.21,1.62,12.47,-69.25,-142.00,49.38,-37.06,35.88,5.25,0.48,-0.69,0.24,-0.50,-93.51,-27.09,-63.85,0.00,0.00,0.00,-45.00,0,1,3,3
3187.43,Drogue,-300.28,936.48,1852.50,26.92,26.92,26.92,0.00,1.39,13.05,1861.74,78577.40,28.45,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,-8.05,1.39,13.05,-76.44,-136.69,59.94,-37.06,35.88,5.25,0.48,-0.69,0.24,-0.49,-94.90,-26.42,-62.42,0.00,0.00,0.00,-45.00,0,1,3,3
3187.60,Drogue,-295.60,935.97,1846.49,26.92,26.92,26.92,0.00,6.63,17.89,1839.35,78795.39,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,0.03,6.63,17.89,-131.38,-111.06,168.69,-19.38,38.19,29.38,0.46,-0.80,0.33,-0.22,-119.00,-3.16,-46.67,0.00,0.00,0.00,-45.00,0,1,3,3
3187.61,Drogue,-295.36,935.94,1845.95,26.93,26.93,26.93,0.00,6.82,18.69,1839.35,78795.39,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,0.87,6.82,18.69,-126.25,-109.25,174.56,-19.38,38.19,29.38,0.45,-0.80,0.34,-0.21,-120.23,-1.17,-46.58,0.00,0.00,0.00,-45.00,0,1,3,3
3187.62,Drogue,-295.09,935.92,1845.39,26.96,26.96,26.96,0.00,7.87,19.68,1839.35,78795.39,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,3.31,7.87,19.68,-120.25,-107.38,180.50,-19.38,38.19,29.38,0.45,-0.80,0.35,-0.19,-121.39,0.86,-46.58,0.00,0.00,0.00,-45.00,0,1,3,3
3187.63,Drogue,-294.82,935.90,1844.86,27.00,27.00,27.00,0.00,7.64,19.63,1839.35,78795.39,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,4.08,7.64,19.63,-111.81,-106.38,185.12,-19.38,38.19,29.38,0.45,-0.80,0.36,-0.17,-122.47,2.93,-46.66,0.00,0.00,0.00,-45.00,0,1,3,3
3187.64,Drogue,-294.55,935.88,1844.08,27.06,27.06,27.06,0.00,8.12,19.40,1831.91,78867.88,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,5.65,8.12,19.40,-111.81,-106.38,185.12,-19.38,38.19,29.38,0.45,-0.80,0.37,-0.15,-123.44,5.02,-46.82,0.00,0.00,0.00,-45.00,0,1,3,3
3187.65,Drogue,-294.33,935.86,1843.40,27.10,27.10,27.10,0.00,7.91,18.51,1831.91,78867.88,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,5.42,7.91,18.51,-98.06,-103.12,190.19,-11.56,35.88,35.69,0.45,-0.80,0.37,-0.15,-123.44,5.02,-46.82,0.00,0.00,0.00,-45.00,0,1,3,3
3187.66,Drogue,-294.09,935.84,1842.71,27.16,27.16,27.16,0.00,6.90,17.64,1831.91,78867.88,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,6.24,6.90,17.64,-87.44,-102.00,194.81,-11.56,35.88,35.69,0.45,-0.80,0.39,-0.12,-125.08,9.26,-47.33,0.00,0.00,0.00,-45.00,0,1,3,3
3187.67,Drogue,-293.79,935.82,1841.97,27.25,27.25,27.25,0.00,5.53,16.42,1831.91,78867.88,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,7.98,5.53,16.42,-64.25,-99.12,196.62,-11.56,35.88,35.69,0.45,-0.79,0.40,-0.10,-125.76,11.36,-47.66,0.00,0.00,0.00,-45.00,0,1,3,3
3187.68,Drogue,-293.49,935.80,1841.26,27.33,27.33,27.33,0.00,3.71,15.57,1831.91,78867.88,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,7.82,3.71,15.57,-52.88,-99.62,194.00,-11.56,35.88,35.69,0.45,-0.79,0.41,-0.09,-126.35,13.45,-47.99,0.00,0.00,0.00,-45.00,0,1,3,3
3187.69,Drogue,-293.19,935.78,1840.57,27.44,27.44,27.44,0.00,1.86,15.06,1831.91,78867.88,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,9.37,1.86,15.06,-52.88,-99.62,194.00,-11.56,35.88,35.69,0.45,-0.78,0.42,-0.07,-126.84,15.48,-48.34,0.00,0.00,0.00,-45.00,0,1,3,3
3187.70,Drogue,-292.97,935.77,1840.01,27.53,27.53,27.53,0.00,0.09,15.23,1831.91,78867.88,28.44,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,11.62,0.09,15.23,-42.12,-97.62,189.25,-2.00,34.50,38.75,0.45,-0.78,0.42,-0.07,-126.84,15.48,-48.34,0.00,0.00,0.00,-45.00,0,1,3,3
3187.71,Drogue,-292.72,935.75,1839.46,27.64,27.64,27.64,0.00,-0.40,13.34,1832.85,78858.71,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,12.01,-0.40,13.34,-28.81,-95.62,184.00,-2.00,34.50,38.75,0.46,-0.77,0.43,-0.04,-127.47,19.37,-49.03,0.00,0.00,0.00,-45.00,0,1,3,3
3187.72,Drogue,-292.41,935.73,1838.85,27.76,27.76,27.76,0.00,-1.62,12.10,1832.85,78858.71,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,11.25,-1.62,12.10,-15.12,-92.94,177.25,-2.00,34.50,38.75,0.46,-0.77,0.44,-0.03,-127.62,21.20,-49.34,0.00,0.00,0.00,-45.00,0,1,3,3
3187.73,Drogue,-292.11,935.71,1838.27,27.87,27.87,27.87,0.00,-1.40,11.83,1832.85,78858.71,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,9.86,-1.40,11.83,7.69,-89.69,160.62,-2.00,34.50,38.75,0.47,-0.76,0.45,-0.02,-127.65,22.97,-49.62,0.00,0.00,0.00,-45.00,0,1,3,3
3187.74,Drogue,-291.80,935.69,1837.70,27.96,27.96,27.96,0.00,-1.81,10.13,1832.85,78858.71,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,8.26,-1.81,10.13,7.69,-89.69,160.62,-2.00,34.50,38.75,0.47,-0.76,0.46,-0.01,-127.58,24.66,-49.87,0.00,0.00,0.00,-45.00,0,1,3,3
3187.75,Drogue,-291.55,935.67,1837.22,28.03,28.03,28.03,0.00,-2.28,9.94,1832.85,78858.71,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,8.20,-2.28,9.94,17.50,-88.56,152.31,7.25,32.19,40.00,0.47,-0.76,0.46,-0.01,-127.58,24.66,-49.87,0.00,0.00,0.00,-45.00,0,1,3,3
3187.76,Drogue,-291.32,935.66,1836.79,28.11,28.11,28.11,0.00,-3.04,9.61,1832.85,78858.71,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,9.30,-3.04,9.61,27.75,-88.38,142.88,7.25,32.19,40.00,0.48,-0.74,0.47,0.01,-127.08,27.80,-50.20,0.00,0.00,0.00,-45.00,0,1,3,3
3187.77,Drogue,-290.99,935.63,1836.33,28.20,28.20,28.20,0.00,-4.68,7.60,1836.07,78827.33,28.42,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,7.79,-4.68,7.60,47.75,-80.81,123.38,7.25,32.19,40.00,0.49,-0.73,0.47,0.02,-126.67,29.22,-50.31,0.00,0.00,0.00,-45.00,0,1,3,3
3187.78,Drogue,-290.68,935.61,1835.92,28.29,28.29,28.29,0.00,-5.01,8.02,1836.07,78827.33,28.42,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,7.89,-5.01,8.02,57.62,-78.00,111.75,7.25,32.19,40.00,0.50,-0.73,0.47,0.03,-126.13,30.55,-50.35,0.00,0.00,0.00,-45.00,0,1,3,3
3187.79,Drogue,-290.39,935.59,1835.56,28.38,28.38,28.38,0.00,-3.80,6.46,1836.07,78827.33,28.42,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,8.67,-3.80,6.46,57.62,-78.00,111.75,7.25,32.19,40.00,0.50,-0.72,0.48,0.03,-125.52,31.76,-50.40,0.00,0.00,0.00,-45.00,0,1,3,3
3187.80,Drogue,-290.14,935.57,1835.24,28.43,28.43,28.43,0.00,-1.39,7.53,1836.07,78827.33,28.42,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,5.93,-1.39,7.53,66.31,-70.06,104.56,15.06,31.06,38.88,0.50,-0.72,0.48,0.03,-125.52,31.76,-50.40,0.00,0.00,0.00,-45.00,0,1,3,3
3187.81,Drogue,-289.91,935.55,1834.98,28.47,28.47,28.47,0.00,5.29,8.95,1836.07,78827.33,28.42,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,4.78,5.29,8.95,75.69,-68.69,98.75,15.06,31.06,38.88,0.52,-0.71,0.48,0.04,-123.94,34.01,-50.35,0.00,0.00,0.00,-45.00,0,1,3,3
3187.82,Drogue,-289.57,935.53,1834.57,28.55,28.55,28.55,0.00,2.63,7.14,1836.07,78827.33,28.42,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,7.03,2.63,7.14,84.81,-67.31,90.19,15.06,31.06,38.88,0.52,-0.70,0.49,0.05,-123.00,34.97,-50.32,0.00,0.00,0.00,-45.00,0,1,3,3
3187.83,Drogue,-289.25,935.51,1834.42,28.65,28.65,28.65,0.00,1.37,6.83,1842.97,78827.33,28.42,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,8.82,1.37,6.83,104.56,-45.75,77.75,15.06,31.06,38.88,0.53,-0.69,0.49,0.05,-122.01,35.85,-50.36,0.00,0.00,0.00,-45.00,0,1,3,3
3187.84,Drogue,-288.94,935.48,1834.29,28.71,28.71,28.71,0.00,0.27,7.49,1842.94,78760.39,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,5.21,0.27,7.49,104.56,-45.75,77.75,15.06,31.06,38.88,0.54,-0.68,0.49,0.05,-120.95,36.62,-50.37,0.00,0.00,0.00,-45.00,0,1,3,3
3187.85,Drogue,-288.71,935.47,1834.26,28.75,28.75,28.75,0.00,-0.76,7.24,1842.94,78760.39,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,5.47,-0.76,7.24,110.69,-40.75,68.31,21.00,30.69,36.19,0.54,-0.68,0.49,0.05,-120.95,36.62,-50.37,0.00,0.00,0.00,-45.00,0,1,3,3
3187.86,Drogue,-288.45,935.45,1834.20,28.79,28.79,28.79,0.00,-3.81,7.55,1842.94,78760.39,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,4.91,-3.81,7.55,115.25,-31.69,61.25,21.00,30.69,36.19,0.55,-0.67,0.50,0.05,-118.74,37.84,-50.48,0.00,0.00,0.00,-45.00,0,1,3,3
3187.87,Drogue,-288.13,935.43,1834.08,28.87,28.87,28.87,0.00,-4.50,6.97,1842.94,78760.39,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,6.53,-4.50,6.97,120.06,-23.19,51.75,21.00,30.69,36.19,0.56,-0.66,0.50,0.04,-117.60,38.25,-50.59,0.00,0.00,0.00,-45.00,0,1,3,3
3187.88,Drogue,-287.81,935.40,1833.96,28.94,28.94,28.94,0.00,-4.04,7.82,1842.94,78760.39,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,6.67,-4.04,7.82,129.19,-1.81,32.00,21.00,30.69,36.19,0.57,-0.65,0.50,0.04,-116.45,38.54,-50.75,0.00,0.00,0.00,-45.00,0,1,3,3
3187.89,Drogue,-287.49,935.38,1833.84,29.01,29.01,29.01,0.00,-4.73,7.54,1842.94,78760.39,28.43,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,6.84,-4.73,7.54,129.19,-1.81,32.00,21.00,30.69,36.19,0.58,-0.64,0.50,0.04,-115.32,38.69,-50.98,0.00,0.00,0.00,-45.00,0,1,3,3
3187.90,Drogue,-287.23,935.36,1833.86,29.06,29.06,29.06,0.00,-3.78,7.82,1844.87,78741.55,28.42,-771936576.00,427132992.00,981.64,-274.30,930.02,705.53,100.53,4,5.24,-3.78,7.82,131.56,10.12,22.31,23.56,32.25,33.00,0.58,-0.64,0.50,0.04,-115.32,38.69,-50.98,0.00,0.00,0.00,-45.00,0,1,3,3
